Cacklinbank,Priest,Officer alt,0,100,0,
Calestis,Hunter,Social,0,100,0,
Candypop,Mage,Alt,0,100,0,
Cannelloni,Mage,Alt,0,100,0,
Cantkitethis,Hunter,Alt,0,100,0,
Carrots,Druid,Alt,28768,314,91.61,
Catch,Druid,Loot master,0,100,0,
Chadbad,Paladin,Social,0,100,0,
Chadswell,Paladin,Alt,0,100,0,
Chadwall,Paladin,Alt,0,100,0,
Chadwell,Paladin,Raider,24963,482,51.79,
Charsi,Warrior,Officer alt,0,100,0,
Cheop,Paladin,Social,0,100,0,
Chillej,Mage,Social,0,100,0,
Clawful,Druid,Loot master,29970,267,112.24,
Clickyalt,Warrior,Alt,0,100,0,
Clickynaxi,Warrior,Alt,0,100,0,
Clipz,Hunter,Alt,0,100,0,
Constantios,Warlock,Social,0,100,0,
Cooldownaq,Warrior,Officer alt,0,100,0,
Cooldownbank,Warrior,Officer alt,0,100,0,
Cooldownbwl,Warrior,Loot master,0,100,0,
Cooldownraid,Warrior,Officer alt,0,100,0,
Cooldownsumm,Warlock,Alt,0,100,0,
Cooldownzg,Warrior,Loot master,0,100,0,
Coolstash,Warrior,Loot master,0,100,0,
Coolsummon,Warlock,Alt,0,100,0,
Coolsummonti,Warlock,Officer alt,0,100,0,
Corvintus,Paladin,Social,0,100,0,
Crackblock,Warlock,Alt,0,100,0,
Cracklin,Mage,Officer alt,28806,628,45.86,
Crittycat,Druid,Social,0,100,0,
Critz,Rogue,Raider,11768,108,108.96,
Croissant,Hunter,Raider,23190,442,52.46,
Cursedimage,Warlock,Alt,0,100,0,
Cursedmidget,Warlock,Alt,0,100,0,
Dais,Priest,Raider,0,100,0,
Dargo,Rogue,Alt,20108,183,109.87,
Dargor,Warrior,Officer alt,0,100,0,
Dbl,Druid,Officer alt,33221,544,61.06,
Desired,Druid,Alt,0,100,0,
Deucalion,Warrior,Social,0,100,0,
Dicedi,Paladin,Alt,0,100,0,
Djdaks,Druid,Social,0,100,0,
Dots,Warlock,Officer alt,33222,366,90.77,
Doty,Warlock,Alt,0,100,0,
Dou,Warrior,Officer alt,0,100,0,
Doubl,Hunter,Alt,0,100,0,
Double,Warrior,Loot master,33221,544,61.06,
Doublè,Rogue,Officer alt,0,100,0,
Dovydas,Warlock,Officer alt,0,100,0,
Dovydastwo,Warlock,Officer alt,0,100,0,
Drenty,Priest,Alt,0,100,0,
Dropped,Druid,Officer alt,0,100,0,
Drum,Paladin,Officer alt,0,100,0,
Dunst,Mage,Officer alt,0,100,0,
Duststasher,Warrior,Alt,0,100,0,
Dvärgprälle,Priest,Alt,0,100,0,
Eclair,Rogue,Alt,0,100,0,
Edony,Paladin,Social,3,100,0.03,
Effed,Rogue,Social,0,100,0,
Eilistraee,Paladin,Social,0,100,0,
Ekszyn,Paladin,Alt,0,100,0,
Eluri,Hunter,Raider,32958,422,78.09,
Elurial,Paladin,Alt,0,100,0,
Elurie,Mage,Alt,0,100,0,
Emmadotson,Priest,Alt,0,100,0,
Enia,Shaman,Alt,0,100,0,
Etlina,Death Knight,Alt,0,100,0,
Ewka,Warlock,Social,0,100,0,
Ewkaa,Hunter,Alt,0,100,0,
Extravirgin,Priest,Alt,0,100,0,
Fandelle,Druid,Alt,0,100,0,
Fani,Rogue,Social,0,100,0,
Fantastik,Paladin,Alt,0,100,0,
Fardin,Warlock,Alt,0,100,0,
Figbat,Mage,Raider,32407,352,92.06,
Firedaddy,Mage,Alt,0,100,0,
Fizzcrank,Mage,Officer alt,0,100,0,
Flapnslap,Druid,Social,0,100,0,
Flexbert,Hunter,Social,0,100,0,
Flexie,Paladin,Alt,0,100,0,
Fola,Druid,Social,0,100,0,
Forkbeard,Druid,Social,0,100,0,
Fragz,Warlock,Social,0,100,0,
Friatider,Mage,Alt,0,100,0,
Frontpage,Paladin,Alt,0,100,0,
Frosteh,Mage,Alt,0,100,0,
Fránko,Paladin,Alt,30051,278,108.09,
Fránkó,Warrior,Alt,0,100,0,
Fuggly,Warlock,Social,0,100,0,
Furýx,Paladin,Alt,2,100,0.02,
Fusilli,Shaman,Raider,28617,227,126.06,
Fya,Rogue,Alt,30094,213,141.28,
Fûry,Druid,Social,0,100,0,
Gedeon,Warlock,Alt,0,100,0,
Glimz,Rogue,Social,0,100,0,
Grammy,Shaman,Officer alt,0,100,0,
Grumppy,Warrior,Officer alt,0,100,0,
Guraki,Mage,Alt,0,100,0,
Halcyon,Shaman,Alt,0,100,0,
Heads,Paladin,Officer,699,100,6.99,
Healingboi,Priest,Social,0,100,0,
Hebbazzak,Warrior,Alt,0,100,0,
Hebbs,Priest,Social,0,100,0,
Helten,Paladin,Officer,0,100,0,
Heltenbooty,Warlock,Officer alt,0,100,0,
Heltendispel,Priest,Officer alt,0,100,0,
Heltensf,Warlock,Alt,0,100,0,
Herbatusin,Warrior,Alt,0,100,0,
Hexed,Shaman,Alt,0,100,0,
Hobben,Mage,Alt,0,100,0,
Holinezz,Paladin,Alt,0,100,0,
Holyfade,Priest,Social,0,100,0,
Humanmaleaxa,Paladin,Alt,0,100,0,
Hybrismannen,Druid,Social,0,100,0,
Iamshadowfox,Mage,Social,0,100,0,
Icariumb,Druid,Social,0,100,0,
Idm,Priest,Officer,33007,272,121.34,
Ihatesnusgtn,Rogue,Alt,0,100,0,
Ilovecatgirl,Death Knight,Raider,0,100,0,
Ime,Rogue,Social,0,100,0,
Insen,Paladin,Officer alt,0,100,0,
Insenlaundry,Shaman,Alt,26479,113,234.32,
Insenp,Paladin,Officer alt,0,100,0,
Jabari,Warrior,Social,0,100,0,
Jasedk,Death Knight,Social,0,100,0,
Jayhood,Priest,Trial,6496,675,9.62,
Jelloshot,Priest,Social,0,100,0,
Juventina,Druid,Social,0,100,0,
Jägarvapen,Hunter,Alt,0,100,0,
Kadez,Mage,Social,0,100,0,
Kaijjor,Mage,Alt,41,100,0.41,
Kailin,Shaman,Social,0,100,0,
Kaimata,Warlock,Social,0,100,0,
Kalani,Shaman,Alt,29469,215,137.06,
Kasim,Shaman,Alt,0,100,0,
Katsika,Rogue,Social,0,100,0,
Khiwi,Shaman,Alt,0,100,0,
Kinigina,Hunter,Social,0,100,0,
Kinray,Druid,Social,0,100,0,
Kiwifruit,Warrior,Alt,32958,422,78.09,
Kiwifruits,Mage,Alt,32958,422,78.09,
Kiwifrukten,Death Knight,Alt,0,100,0,
Kiwih,Warlock,Alt,32958,422,78.09,
Korbs,Paladin,Social,0,100,0,
Korbsi,Mage,Alt,0,100,0,
Krallé,Warrior,Raider,32167,332,96.88,
Kronvig,Paladin,Alt,0,100,0,
Lanceabit,Paladin,Alt,0,100,0,
Legnomejames,Warlock,Alt,0,100,0,
Legobank,Warrior,Alt,0,100,0,
Legodk,Death Knight,Alt,0,100,0,
Legox,Hunter,Alt,2,100,0.02,
Legoxi,Priest,Social,0,100,0,
Legoxii,Shaman,Alt,0,100,0,
Legoxx,Druid,Social,0,100,0,
Leodruid,Druid,Alt,0,100,0,
Leomage,Mage,Social,0,100,0,
Leopriest,Priest,Alt,0,100,0,
Lexicho,Rogue,Alt,0,100,0,
Lexico,Warlock,Alt,0,100,0,
Lichten,Paladin,Alt,0,100,0,
Lieron,Warlock,Raider,285,100,2.85,
Lightbeer,Priest,Social,0,100,0,
Lilgodx,Mage,Social,0,100,0,
Liya,Hunter,Social,0,100,0,
Lokomotiv,Paladin,Social,0,100,0,
Lolclick,Warrior,Alt,0,100,0,
Macaron,Shaman,Alt,0,100,0,
Magemaster,Mage,Alt,0,100,0,
Malese,Warlock,Alt,30411,378,80.45,
Malux,Rogue,Alt,0,100,0,
Mamfingerer,Rogue,Alt,0,100,0,
Maníac,Priest,Social,0,100,0,
Marealalt,Warrior,Alt,0,100,0,
Matsouka,Rogue,Social,0,100,0,
Meaow,Druid,Raider,33182,556,59.67,
Mehttevas,Priest,Social,0,100,0,
Melise,Rogue,Social,0,100,0,
Melissana,Priest,Alt,0,100,0,
Meltress,Priest,Alt,0,100,0,
Meowmutafuka,Druid,Alt,0,100,0,
Mistle,Warrior,Alt,0,100,0,
Mistral,Warlock,Alt,0,100,0,
Moogly,Warlock,Social,0,100,0,
Mordii,Rogue,Officer alt,0,100,0,
Mortimer,Hunter,Social,0,100,0,
Msdice,Rogue,Alt,20774,479,43.36,
Mukherjee,Paladin,Alt,0,100,0,
Mumpitz,Priest,Social,0,100,0,
Narwhal,Paladin,Alt,0,100,0,
Narwhalt,Warlock,Alt,0,100,0,
Ncortex,Mage,Social,0,100,0,
Nikkoo,Hunter,Alt,0,100,0,
Niske,Rogue,Alt,0,100,0,
Norgart,Priest,Alt,20108,183,109.87,
Notaclue,Warrior,Social,0,100,0,
Nugibar,Paladin,Social,0,100,0,
Nyneave,Hunter,Social,0,100,0,
Olemeyer,Hunter,Officer alt,0,100,0,
Openbob,Mage,Social,0,100,0,
Palakralle,Paladin,Alt,0,100,0,
Palmerston,Warlock,Alt,0,100,0,
Panaché,Death Knight,Alt,0,100,0,
Parduotuve,Warlock,Alt,0,100,0,
Pasta,Hunter,Alt,0,100,0,
Pastasalad,Warrior,Alt,0,100,0,
Patchface,Rogue,Alt,0,100,0,
Peacebro,Hunter,Raider,33204,348,95.41,
Peacedk,Death Knight,Alt,0,100,0,
Peacee,Warrior,Alt,0,100,0,
Peacesham,Shaman,Alt,0,100,0,
Peacestock,Warrior,Alt,0,100,0,
Peacetank,Paladin,Alt,0,100,0,
Peacetwink,Rogue,Alt,0,100,0,
Peteburns,Mage,Alt,0,100,0,
Petrys,Warrior,Social,0,100,0,
Pierogi,Warrior,Alt,0,100,0,
Piteman,Warrior,Alt,0,100,0,
Poach,Hunter,Trial,0,100,0,
Pretys,Warlock,Alt,0,100,0,
Prostarian,Priest,Alt,0,100,0,
Prys,Mage,Alt,0,100,0,
Ptotheope,Priest,Raider,28768,314,91.61,
Purplefanta,Warrior,Alt,0,100,0,
Randomninja,Rogue,Alt,0,100,0,
Remgar,Hunter,Alt,0,100,0,
Resentful,Death Knight,Alt,0,100,0,
Retailgodx,Rogue,Alt,0,100,0,
Rumpa,Shaman,Alt,0,100,0,
Rush,Rogue,Social,0,100,0,
Røvskæg,Paladin,Alt,0,100,0,
Salfi,Hunter,Alt,0,100,0,
Samamos,Warrior,Alt,242,100,2.42,
Samsdad,Hunter,Alt,0,100,0,
Samsgrandma,Hunter,Officer alt,0,100,0,
Samsgrandpa,Warlock,Alt,0,100,0,
Satti,Warrior,Alt,0,100,0,
Sauronbank,Rogue,Alt,0,100,0,
Sauronman,Priest,Social,273,100,2.73,
Scarto,Rogue,Officer alt,0,100,0,
Scouser,Druid,Alt,0,100,0,
Sdk,Death Knight,Officer,0,100,0,
Sentlnel,Mage,Raider,29469,215,137.06,
Sgn,Warrior,Alt,0,100,0,
Shacklin,Priest,Officer alt,0,100,0,
Shamamos,Shaman,Officer alt,0,100,0,
Shannaris,Druid,Social,0,100,0,
Shifthappêns,Druid,Alt,0,100,0,
Shirene,Druid,Alt,0,100,0,
Shivva,Rogue,Social,0,100,0,
Shwing,Warrior,Officer alt,0,100,0,
Sideni,Priest,Social,0,100,0,
Silouk,Shaman,Social,0,100,0,
Simm,Hunter,Social,2,100,0.02,
Simsalabiim,Mage,Officer alt,0,100,0,
Slashor,Warrior,Alt,0,100,0,
Snusazu,Rogue,Alt,0,100,0,
Snusgtn,Warrior,Alt,0,100,0,
Snusgutten,Rogue,Loot master,0,100,0,
Snusheals,Paladin,Loot master,32169,531,60.58,
Snusjenta,Rogue,Officer alt,0,100,0,
Snustank,Druid,Officer,32169,531,60.58,
Soomer,Warlock,Alt,0,100,0,
Sorcery,Mage,Loot master,0,100,0,
Spurdosparde,Druid,Social,0,100,0,
Stana,Warrior,Social,0,100,0,
Stromkest,Shaman,Alt,0,100,0,
Stronkest,Rogue,Social,0,100,0,
Strum,Paladin,Tankadin,33222,383,86.74,
Strumclicker,Druid,Officer alt,0,100,0,
Summonstuff,Warlock,Officer alt,0,100,0,
Swehennas,Warlock,Officer alt,0,100,0,
Swiftheals,Druid,Alt,0,100,0,
Swiftpawz,Druid,Officer,1995,100,19.95,
Tadasblinda,Rogue,Alt,0,100,0,
Tail,Hunter,Officer alt,0,100,0,
Tascor,Paladin,Social,0,100,0,
Tchukytchuck,Warrior,Social,0,100,0,
Teal,Druid,Social,20108,183,109.87,
Tealta,Paladin,Alt,20108,183,109.87,
Telesto,Paladin,Social,0,100,0,
Teslacoilz,Shaman,Officer,28806,628,45.86,
Thola,Paladin,Alt,0,100,0,
Throw,Warrior,Officer,0,100,0,
Throwbank,Warrior,Alt,0,100,0,
Throwclick,Warrior,Alt,0,100,0,
Throwclicky,Warrior,Alt,0,100,0,
Throwsummons,Warlock,Alt,0,100,0,
Tonyonebomb,Paladin,Social,0,100,0,
Torchbunny,Warrior,Alt,0,100,0,
Torrance,Shaman,Officer alt,33222,366,90.77,
Tortellini,Rogue,Alt,0,100,0,
Trenace,Mage,Alt,0,100,0,
Trenendous,Druid,Alt,0,100,0,
Trenlife,Warrior,Officer,32690,346,94.47,
Trenstab,Rogue,Alt,0,100,0,
Trueguesser,Warlock,Social,0,100,0,
Tsumugi,Warlock,Alt,0,100,0,
Tuple,Warrior,Officer alt,0,100,0,
Twinkproject,Paladin,Alt,0,100,0,
Tyhin,Mage,Social,0,100,0,
Tønder,Warlock,Alt,0,100,0,
Undesired,Druid,Social,0,100,0,
Vahuni,Warrior,Social,0,100,0,
Valliadar,Warlock,Raider,20108,183,109.87,
Variel,Warrior,Social,0,100,0,
Viktororban,Paladin,Alt,0,100,0,
Vinn,Rogue,Loot master,0,100,0,
Voltorb,Shaman,Social,0,100,0,
Vunterslaush,Warrior,Alt,0,100,0,
Wallsy,Warrior,Loot master,0,100,0,
Weaker,Priest,Officer alt,0,100,0,
Weebee,Warlock,Alt,28768,314,91.61,
Weinermonger,Mage,Alt,0,100,0,
Whatalocker,Warlock,Officer alt,0,100,0,
Windpumper,Shaman,Alt,0,100,0,
Wolfmeyer,Rogue,Alt,0,100,0,
Yaso,Mage,Raider,30094,213,141.28,
Yawza,Mage,Social,0,100,0,
Yoshiro,Rogue,Social,0,100,0,
Yungnibba,Priest,Social,0,100,0,
Zenden,Paladin,Alt,0,100,0,
Zenixtra,Warrior,Alt,0,100,0,
Zilie,Hunter,Alt,20774,479,43.36,
Zle,Paladin,Alt,30094,213,141.28,
Zven,Warlock,Social,0,100,0,
Zycho,Mage,Alt,0,100,0,
Éclair,Paladin,Alt,0,100,0,

