Throw,22495,126
Throwbank,0,50
Throwclick,0,50
Throwclicky,0,50
Throwsummons,0,50
Torchbunny,0,50
Tormie,540,105
Torvir,0,50
Tpk,1200,50
Tren,1,50
Trenace,0,50
Trenaxx,0,50
Trenlife,22555,846
Trenstab,0,50
Trueguesser,941,50
Tsumugi,0,50
Tuple,0,50
Tyhin,0,50
Tønder,0,50
Undesired,14769,760
Vahuni,6469,66
Variel,0,50
Vildtdyr,0,50
Vinn,0,50
Viví,0,50
Wallsy,0,50
Warlooka,0,50
Waxbank,0,50
Waxes,4125,50
Waxsum,0,50
Weaker,0,50
Weinermonger,0,50
Whatalocker,0,50
Wolfmeyer,0,50
Xpma,543,105
Yaso,21565,391
Yasos,0,50
Yoshiro,0,50
Yosofine,0,50
Yungnibba,0,50
Zenden,0,50
Zenix,21835,411
Zenixtra,0,50
Zle,0,50
Zumbot,0,50
Zven,0,50
Zvezda,0,50
Zycho,0,50
Zyprex,0,50
Ätonement,0,50
Éclair,0,50
Ðietcoke,0,50
Òver,0,50
ßoobs,0,50

